employee_id,age,gender,education,department,job_level,experience_years,salary,training_hours,projects_completed,monthly_working_hours,overtime_hours,leaves_taken,manager_rating,peer_review_score,attendance_rate,years_at_company,promotion_last_5_years,attrition_risk,performance_score,performance_category,salary_per_exp,projects_per_year,training_efficiency,overtime_ratio,engagement_score,is_senior
EMP0602,51,Female,Bachelor's,Support,Junior,21,73107.0,91,15,143,36,7,3,8.3,95.6,19,0,Medium,69.87,Medium,3323.05,0.75,5.69,0.25,0.9044,0
EMP0603,50,Female,Master's,Marketing,Manager,19,154425.0,43,14,195,19,19,5,8.1,75.3,15,0,Medium,65.61,Medium,7721.25,0.88,2.87,0.0969,0.6732,1
EMP0604,27,Male,PhD,Operations,Senior,1,70137.0,17,18,150,19,17,2,6.5,92.7,0,0,Medium,55.17,Medium,35068.5,18.0,0.89,0.1258,0.6168,1
EMP0605,53,Male,Bachelor's,Sales,Senior,26,113000.0,17,7,211,17,8,4,8.0,86.7,26,0,Medium,65.73,Medium,4185.19,0.26,2.12,0.0802,0.6378,1
EMP0606,42,Female,Bachelor's,HR,Senior,8,89173.0,39,16,179,14,11,5,5.5,99.2,5,0,Medium,73.48,Medium,9908.11,2.67,2.29,0.0778,0.6788,1
EMP0607,34,Male,Diploma,Sales,Mid,8,71512.0,51,8,147,15,0,5,3.8,89.6,5,0,Medium,64.55,Medium,7945.78,1.33,5.67,0.1014,0.6254,0
EMP0608,41,Female,Bachelor's,HR,Senior,14,101653.0,57,4,199,22,1,5,5.5,100.0,10,0,Medium,60.05,Medium,6776.87,0.36,11.4,0.11,0.736,1
EMP0609,58,Male,Bachelor's,Support,Junior,30,48313.0,37,3,199,35,10,5,5.3,94.1,27,1,Medium,53.87,Medium,1558.48,0.11,9.25,0.175,0.6464,0
EMP0610,54,Male,Bachelor's,HR,Manager,19,157161.0,41,2,177,39,9,3,5.6,89.0,15,0,Medium,51.02,Medium,7858.05,0.12,13.67,0.2191,0.647,1
EMP0611,53,Female,Bachelor's,Engineering,Mid,15,64972.0,35,19,164,34,7,5,5.1,96.3,15,1,Medium,72.5,Medium,4060.75,1.19,1.75,0.2061,0.6432,0
EMP0612,39,Male,Master's,Marketing,Junior,14,40426.0,56,4,141,4,1,5,5.8,96.4,11,0,Medium,67.57,Medium,2695.07,0.33,11.2,0.0282,0.7276,0
EMP0613,51,Female,Master's,Operations,Senior,21,103692.0,72,16,212,12,16,4,7.4,93.8,17,0,Low,76.78,High,4713.27,0.89,4.24,0.0563,0.8132,1
EMP0614,36,Female,Bachelor's,HR,Senior,9,94087.0,13,15,154,30,8,4,9.1,71.7,5,1,Medium,64.57,Medium,9408.7,2.5,0.81,0.1935,0.5988,1
EMP0615,48,Male,PhD,HR,Mid,21,67074.0,53,9,207,21,9,2,3.9,82.1,19,0,High,45.98,Low,3048.82,0.45,5.3,0.101,0.6044,0
EMP0616,46,Male,Bachelor's,HR,Senior,11,98836.0,68,18,187,13,8,4,4.6,100.0,7,0,Medium,68.64,Medium,8236.33,2.25,3.58,0.0691,0.742,1
EMP0617,31,Female,Bachelor's,Marketing,Junior,4,45906.0,70,18,194,12,9,4,5.3,80.0,0,0,Medium,73.12,Medium,9181.2,18.0,3.68,0.0615,0.689,0
EMP0618,32,Female,Master's,Finance,Senior,10,92375.0,60,18,195,4,12,4,7.6,97.1,10,0,Low,82.98,High,8397.73,1.64,3.16,0.0204,0.7964,1
EMP0619,24,Male,Diploma,Finance,Junior,1,29259.0,57,10,208,13,15,4,6.2,95.7,0,0,Medium,71.33,Medium,14629.5,10.0,5.18,0.0622,0.7398,0
EMP0620,27,Female,Bachelor's,Support,Junior,2,29564.0,71,6,142,16,10,4,5.4,84.2,0,0,Medium,67.21,Medium,9854.67,6.0,10.14,0.1119,0.7118,0
EMP0621,38,Male,Bachelor's,Finance,Junior,13,58807.0,44,1,219,16,3,1,7.6,74.0,11,0,High,39.99,Low,4200.5,0.08,22.0,0.0727,0.656,0
EMP0622,40,Male,Master's,Support,Mid,13,58510.0,61,16,143,21,17,5,7.9,85.4,13,0,Low,79.68,High,4179.29,1.14,3.59,0.1458,0.7616,0
EMP0623,28,Female,PhD,Operations,Mid,3,67115.0,38,17,219,10,5,3,6.5,100.0,0,0,Medium,68.14,Medium,16778.75,17.0,2.11,0.0455,0.709,0
EMP0624,37,Male,Bachelor's,Engineering,Mid,9,64478.0,49,11,160,8,0,2,5.3,83.1,8,0,Medium,56.4,Medium,6447.8,1.22,4.08,0.0497,0.6384,0
EMP0625,44,Female,Bachelor's,Marketing,Junior,18,55833.0,21,2,207,35,0,1,6.9,83.6,16,1,High,36.6,Low,2938.58,0.12,7.0,0.1683,0.6044,0
EMP0626,30,Female,Master's,Marketing,Junior,4,26135.0,41,16,146,16,15,5,6.2,82.0,3,1,Medium,71.87,Medium,5227.0,4.0,2.41,0.1088,0.637,0
EMP0627,34,Female,Bachelor's,Engineering,Mid,7,62226.0,22,6,176,10,7,5,6.1,99.7,3,0,Medium,58.4,Medium,7778.25,1.5,3.14,0.0565,0.6478,0
EMP0628,35,Female,Bachelor's,Sales,Junior,7,48308.0,30,11,183,25,0,2,5.7,88.1,5,0,Medium,54.6,Medium,6038.5,1.83,2.5,0.1359,0.6134,0
EMP0629,41,Male,Bachelor's,Operations,Senior,14,86108.0,47,13,216,21,16,3,7.9,85.0,14,1,Medium,66.09,Medium,5740.53,0.87,3.36,0.0968,0.718,1
EMP0630,35,Male,Bachelor's,Marketing,Manager,8,143589.0,55,3,149,23,6,4,6.9,100.0,8,1,Medium,59.1,Medium,15954.33,0.33,13.75,0.1533,0.772,1
EMP0631,50,Female,Bachelor's,Sales,Mid,21,80912.0,94,2,142,8,19,3,8.1,94.6,17,1,Medium,70.41,Medium,3677.82,0.11,31.33,0.0559,0.9034,0
EMP0632,34,Female,PhD,Marketing,Lead,8,104449.0,12,2,191,28,17,4,8.5,82.6,7,1,Medium,54.35,Medium,11605.44,0.25,4.0,0.1458,0.6214,1
EMP0633,38,Male,Master's,Sales,Junior,10,53837.0,90,19,143,7,0,2,7.2,80.2,7,0,Medium,71.17,Medium,4894.27,2.38,4.5,0.0486,0.8068,0
EMP0634,36,Female,Master's,Sales,Junior,7,26131.46,39,19,202,33,13,4,5.7,99.3,7,1,Medium,65.84,Medium,3266.43,2.38,1.95,0.1626,0.6852,0
EMP0635,28,Male,Diploma,Engineering,Senior,5,88773.0,75,9,143,16,12,3,8.1,90.1,1,0,Medium,70.33,Medium,14795.5,4.5,7.5,0.1111,0.8284,1
EMP0636,48,Female,Bachelor's,Operations,Senior,11,106155.0,71,9,217,16,3,4,7.2,77.6,8,0,Medium,67.04,Medium,8846.25,1.0,7.1,0.0734,0.7394,1
EMP0637,30,Male,Bachelor's,Operations,Lead,6,118719.0,97,8,182,15,6,4,9.801,75.7,5,0,Medium,74.86,High,16959.86,1.33,10.78,0.082,0.8878,1
EMP0638,33,Female,Diploma,HR,Junior,9,48918.0,19,7,215,16,9,3,7.0,81.1,5,0,Medium,58.66,Medium,4891.8,1.17,2.38,0.0741,0.5914,0
EMP0639,52,Male,Bachelor's,Finance,Senior,23,105186.0,97,11,150,26,2,3,7.5,80.1,22,0,Medium,67.78,Medium,4382.75,0.48,8.08,0.1722,0.8364,1
EMP0640,58,Male,Master's,Support,Mid,27,82313.0,15,7,161,19,14,2,6.9,73.6,23,0,High,47.15,Low,2939.75,0.29,1.88,0.1173,0.5464,0
EMP0641,47,Female,Master's,Operations,Mid,15,70576.0,88,12,176,5,5,2,6.4,81.2,13,1,Medium,68.01,Medium,4411.0,0.86,6.77,0.0282,0.7808,0
EMP0642,56,Male,Bachelor's,Engineering,Junior,21,64550.0,68,8,142,22,18,5,6.1,82.6,19,0,Medium,68.29,Medium,2934.09,0.4,7.56,0.1538,0.7174,0
EMP0643,54,Male,Bachelor's,Support,Manager,11,136742.0,53,12,148,10,16,3,6.9,86.3,11,0,Medium,64.79,Medium,11395.17,1.0,4.08,0.0671,0.7112,1
EMP0644,40,Female,Bachelor's,Engineering,Junior,9,51859.0,45,18,166,4,12,3,7.3,100.0,8,0,Medium,74.77,High,5185.9,2.0,2.37,0.024,0.754,0
EMP0645,51,Male,Bachelor's,Engineering,Lead,18,138665.0,18,4,198,33,2,2,8.2,87.9,18,0,High,42.41,Low,7298.16,0.21,3.6,0.1658,0.6516,1
EMP0646,34,Male,Bachelor's,Marketing,Senior,5,85504.0,82,2,196,12,0,4,7.0,88.7,1,0,Medium,68.77,Medium,14250.67,1.0,27.33,0.0609,0.8108,1
EMP0647,39,Male,Bachelor's,Operations,Senior,7,77644.0,75,11,146,23,2,5,5.8,94.1,7,0,Medium,72.2,Medium,9705.5,1.38,6.25,0.1565,0.7754,1
EMP0648,42,Female,Master's,Engineering,Senior,13,84842.0,94,3,144,6,9,4,6.0,88.1,13,0,Medium,72.63,Medium,6060.14,0.21,23.5,0.0414,0.8144,1
EMP0649,58,Female,Diploma,Marketing,Lead,20,130212.0,75,5,192,13,15,4,4.5,93.2,20,1,Medium,66.37,Medium,6200.57,0.24,12.5,0.0674,0.7328,1
EMP0650,54,Female,PhD,Sales,Junior,20,58522.0,96,16,168,15,3,5,9.0,92.2,16,0,Low,90.72,High,2786.76,0.94,5.65,0.0888,0.9268,0
EMP0651,40,Male,Bachelor's,Marketing,Junior,10,54014.0,89,8,203,5,14,4,5.7,91.0,6,0,Medium,68.33,Medium,4910.36,1.14,9.89,0.0245,0.802,0
EMP0652,46,Male,Bachelor's,Support,Mid,15,68730.0,48,11,163,38,0,5,8.0,100.0,12,1,Medium,71.64,Medium,4295.62,0.85,4.0,0.2317,0.784,0
EMP0653,29,Male,Bachelor's,Marketing,Mid,4,66444.0,73,15,169,12,5,4,6.9,97.3,4,0,Medium,74.06,High,13288.8,3.0,4.56,0.0706,0.8152,0
EMP0654,52,Female,Bachelor's,Sales,Junior,20,57733.0,33,3,157,23,11,1,7.0,81.3,18,1,High,42.53,Low,2749.19,0.16,8.25,0.1456,0.6342,0
EMP0655,43,Male,Diploma,Engineering,Junior,14,45939.0,81,10,161,22,16,4,6.3,93.0,10,0,Medium,63.75,Medium,3062.6,0.91,7.36,0.1358,0.804,0
EMP0656,42,Male,Bachelor's,Sales,Mid,8,61392.0,64,1,196,17,15,3,5.3,83.7,8,0,High,49.63,Low,6821.33,0.11,32.0,0.0863,0.6858,0
EMP0657,51,Female,Bachelor's,Engineering,Junior,25,55423.0,49,10,177,23,10,2,5.0,93.6,22,0,Medium,56.71,Medium,2131.65,0.43,4.45,0.1292,0.6714,0
EMP0658,46,Female,PhD,Finance,Junior,9,61714.0,66,5,192,22,0,5,9.1,79.0,9,0,Medium,74.31,High,6171.4,0.5,11.0,0.114,0.787,0
EMP0659,24,Female,Bachelor's,Marketing,Lead,1,100428.0,34,18,146,3,5,1,6.7,81.1,0,1,Medium,57.35,Medium,50214.0,18.0,1.79,0.0204,0.6274,1
EMP0660,32,Male,Bachelor's,HR,Mid,5,66156.0,66,5,182,26,15,4,8.2,92.8,3,0,Medium,64.74,Medium,11026.0,1.25,11.0,0.1421,0.8152,0
EMP0661,28,Female,Bachelor's,Operations,Manager,3,129305.0,52,4,176,4,1,5,8.6,98.0,0,0,Medium,73.45,Medium,32326.25,4.0,10.4,0.0226,0.806,1
EMP0662,49,Female,Master's,Finance,Manager,14,138384.0,38,1,212,17,14,4,5.9,94.0,12,0,Medium,58.7,Medium,9225.6,0.08,19.0,0.0798,0.667,1
EMP0663,23,Male,Master's,Sales,Junior,0,33128.0,97,3,173,14,14,3,7.1,96.8,0,1,Medium,65.99,Medium,33128.0,3.0,24.25,0.0805,0.8912,0
EMP0664,29,Female,Bachelor's,Marketing,Senior,4,93609.0,15,5,148,17,15,4,6.6,93.0,0,0,Medium,63.54,Medium,18721.8,5.0,2.5,0.1141,0.615,1
EMP0665,44,Female,Diploma,Marketing,Senior,14,92634.0,78,5,195,2,4,5,4.8,91.4,13,0,Medium,72.71,Medium,6175.6,0.36,13.0,0.0102,0.7436,1
EMP0666,48,Male,PhD,Operations,Senior,14,89835.0,28,15,151,28,4,3,6.2,86.0,11,1,Medium,58.93,Medium,5989.0,1.25,1.75,0.1842,0.614,1
EMP0667,41,Female,PhD,Marketing,Junior,6,43443.0,30,17,212,16,3,3,7.4,96.5,4,0,Medium,63.36,Medium,6206.14,3.4,1.67,0.0751,0.698,0
EMP0668,54,Female,Bachelor's,Engineering,Junior,19,61792.0,23,17,170,2,7,4,5.8,98.2,17,0,Medium,70.95,Medium,3089.6,0.94,1.28,0.0117,0.6358,0
EMP0669,56,Female,Bachelor's,Operations,Junior,22,74542.0,19,19,202,0,10,5,6.0,89.5,19,1,Low,78.06,High,3240.96,0.95,0.95,0.0,0.595,0
EMP0670,27,Female,PhD,Marketing,Senior,3,86430.0,21,18,192,21,2,3,6.2,89.1,2,0,Medium,61.05,Medium,21607.5,6.0,1.11,0.1088,0.6054,1
EMP0671,58,Female,Bachelor's,Engineering,Manager,29,158069.88999999998,84,9,177,26,11,3,9.7,100.0,28,1,Medium,70.79,Medium,5269.0,0.31,8.4,0.1461,0.943,1
EMP0672,45,Female,Master's,Finance,Senior,18,107354.0,93,8,186,21,4,5,3.7,89.8,16,0,Medium,71.55,Medium,5650.21,0.47,10.33,0.1123,0.7492,1
EMP0673,46,Male,Master's,Sales,Senior,20,94775.0,62,13,154,28,11,3,7.3,90.6,16,1,Medium,69.78,Medium,4513.1,0.76,4.43,0.1806,0.7674,1
EMP0674,25,Female,Bachelor's,Support,Manager,2,124693.0,11,7,145,30,6,2,6.1,93.9,2,0,High,46.12,Low,41564.33,2.33,1.38,0.2055,0.5916,1
EMP0675,45,Female,Master's,Operations,Senior,17,91728.0,87,12,201,34,19,4,5.5,89.2,16,0,Medium,71.36,Medium,5096.0,0.71,6.69,0.1683,0.7828,1
EMP0676,49,Female,Diploma,Marketing,Junior,18,45942.0,64,19,216,39,6,1,6.1,83.4,15,1,Medium,55.67,Medium,2418.0,1.19,3.2,0.1797,0.7086,0
EMP0677,44,Male,Master's,HR,Lead,17,126763.0,56,4,208,35,17,3,7.5,93.0,15,0,Medium,59.85,Medium,7042.39,0.25,11.2,0.1675,0.765,1
EMP0678,25,Male,Bachelor's,HR,Mid,2,59720.0,95,15,164,31,3,4,7.6,89.7,0,0,Medium,74.58,High,19906.67,15.0,5.94,0.1879,0.8718,0
EMP0679,41,Female,PhD,Finance,Junior,15,53635.0,46,18,168,17,1,4,6.8,100.0,13,0,Medium,74.13,High,3352.19,1.29,2.42,0.1006,0.742,0
EMP0680,57,Female,Master's,Engineering,Mid,29,69058.0,42,11,168,20,3,4,8.1,96.3,25,0,Medium,69.59,Medium,2301.93,0.42,3.5,0.1183,0.7542,0
EMP0681,49,Female,Master's,Marketing,Manager,21,158069.88999999998,80,7,196,24,8,3,8.4,85.2,17,1,Medium,67.47,Medium,7184.99,0.39,10.0,0.1218,0.8328,1
EMP0682,27,Male,PhD,Sales,Junior,2,30245.0,57,5,189,6,18,4,7.7,95.8,0,0,Medium,72.95,Medium,10081.67,5.0,9.5,0.0316,0.7852,0
EMP0683,58,Male,Master's,Finance,Mid,27,103814.0,74,4,203,27,3,4,5.7,92.5,25,0,Medium,63.0,Medium,3707.64,0.15,14.8,0.1324,0.763,0
EMP0684,58,Female,Bachelor's,Engineering,Junior,22,49806.0,72,7,215,23,15,5,7.2,100.0,21,1,Low,77.33,High,2165.48,0.32,9.0,0.1065,0.832,0
EMP0685,28,Male,Bachelor's,HR,Junior,4,33300.0,85,15,171,20,13,4,7.2,85.8,2,0,Medium,74.58,High,6660.0,5.0,5.31,0.1163,0.8142,0
EMP0686,52,Female,Bachelor's,Operations,Junior,23,44977.0,38,10,193,33,6,4,5.3,91.5,19,0,Medium,61.93,Medium,1874.04,0.5,3.45,0.1701,0.639,0
EMP0687,37,Male,Master's,Support,Senior,6,90096.0,16,5,180,27,6,5,4.1,89.2,4,1,Medium,59.03,Medium,12870.86,1.0,2.67,0.1492,0.5278,1
EMP0688,44,Male,Master's,Marketing,Lead,10,103189.0,52,11,216,37,18,5,3.5,90.5,7,0,Medium,64.41,Medium,9380.82,1.38,4.33,0.1705,0.623,1
EMP0689,38,Female,Master's,Engineering,Junior,7,34815.0,68,16,168,39,14,2,6.6,82.9,5,0,Medium,58.49,Medium,4351.88,2.67,4.0,0.2308,0.7336,0
EMP0690,51,Male,Bachelor's,Operations,Junior,20,48019.0,83,1,155,33,4,5,6.9,94.6,17,0,Medium,70.08,Medium,2286.62,0.06,41.5,0.2115,0.8344,0
EMP0691,59,Female,Master's,Engineering,Junior,15,59218.0,34,1,170,11,18,5,4.7,93.3,12,0,Medium,58.81,Medium,3701.12,0.08,17.0,0.0643,0.6162,0
EMP0692,52,Female,Diploma,Engineering,Junior,22,67091.0,77,19,189,7,8,3,8.1,100.0,20,1,Low,80.85,High,2917.0,0.9,3.85,0.0368,0.874,0
EMP0693,57,Female,Bachelor's,Support,Mid,22,95896.0,84,15,216,11,1,1,6.7,89.9,18,0,Medium,63.89,Medium,4169.39,0.79,5.25,0.0507,0.8126,0
EMP0694,57,Male,Master's,Support,Senior,30,110514.0,82,11,206,28,16,4,8.5,86.7,26,0,Medium,69.57,Medium,3564.97,0.41,6.83,0.1353,0.8478,1
EMP0695,25,Male,Master's,Finance,Senior,1,82950.0,82,18,141,34,17,4,7.1,96.3,1,1,Low,77.37,High,41475.0,9.0,4.32,0.2394,0.8442,1
EMP0696,31,Female,Master's,Operations,Mid,6,51885.0,98,12,180,35,8,4,4.9,83.6,5,1,Medium,63.54,Medium,7412.14,2.0,7.54,0.1934,0.7754,0
EMP0697,49,Male,Bachelor's,Engineering,Mid,11,65519.0,69,10,152,27,14,4,7.2,98.7,7,0,Medium,69.02,Medium,5459.92,1.25,6.27,0.1765,0.8178,0
EMP0698,44,Male,Master's,Engineering,Junior,18,52449.0,43,5,168,27,4,2,7.5,98.7,16,0,Medium,53.37,Medium,2760.47,0.29,7.17,0.1598,0.7488,0
EMP0699,23,Male,Diploma,Marketing,Junior,0,38715.0,49,16,215,38,17,3,5.7,100.0,0,0,Medium,59.06,Medium,38715.0,16.0,2.88,0.1759,0.718,0
EMP0700,25,Female,Master's,Engineering,Manager,1,139336.0,77,15,218,27,7,5,4.3,93.0,0,0,Medium,73.85,Medium,69668.0,15.0,4.81,0.1233,0.732,1
EMP0701,41,Male,Diploma,Support,Senior,10,99928.0,31,6,152,5,5,1,6.7,86.1,7,0,High,49.41,Low,9084.36,0.75,4.43,0.0327,0.6384,1
EMP0702,45,Male,Diploma,Engineering,Manager,20,147257.0,64,15,151,20,10,4,5.0,90.9,20,0,Medium,67.02,Medium,7012.24,0.71,4.0,0.1316,0.7056,1
EMP0703,28,Female,Bachelor's,HR,Lead,1,109187.0,61,14,195,14,5,3,8.2,93.0,1,0,Medium,73.2,Medium,54593.5,7.0,4.07,0.0714,0.801,1
EMP0704,28,Male,Master's,Operations,Senior,3,83247.0,69,2,172,25,12,4,5.9,85.5,0,0,Medium,57.93,Medium,20811.75,2.0,23.0,0.1445,0.726,1
EMP0705,26,Female,Bachelor's,Operations,Manager,2,129803.0,47,4,174,25,14,4,9.1,100.0,0,0,Medium,73.86,Medium,43267.67,4.0,9.4,0.1429,0.814,1
EMP0706,43,Female,Diploma,Sales,Mid,17,69731.0,76,12,209,11,8,3,3.3,94.6,16,1,Medium,63.11,Medium,3873.94,0.71,5.85,0.0524,0.7054,0
EMP0707,22,Female,Bachelor's,HR,Junior,1,31720.0,16,12,213,11,15,4,6.7,82.9,0,1,Medium,60.97,Medium,15860.0,12.0,1.23,0.0514,0.5806,0
EMP0708,43,Female,Bachelor's,HR,Junior,8,58538.0,77,13,212,3,8,4,8.6,100.0,8,0,Low,79.8,High,6504.22,1.44,5.5,0.0141,0.889,0
EMP0709,40,Male,PhD,Operations,Junior,11,50659.0,83,8,202,11,19,2,5.2,90.8,7,0,Medium,63.16,Medium,4221.58,1.0,9.22,0.0542,0.7682,0
EMP0710,39,Male,Bachelor's,Marketing,Junior,7,44796.0,89,16,218,33,5,3,6.3,81.2,7,1,Medium,65.65,Medium,5599.5,2.0,5.24,0.1507,0.7808,0
EMP0711,47,Male,Master's,Sales,Mid,19,75702.0,93,9,197,26,14,4,5.9,83.4,16,0,Medium,64.42,Medium,3785.1,0.53,9.3,0.1313,0.7896,0
EMP0712,41,Male,Bachelor's,Operations,Senior,10,111567.0,41,4,210,37,10,4,5.5,100.0,6,0,Medium,58.46,Medium,10142.45,0.57,8.2,0.1754,0.688,1
EMP0713,49,Female,Diploma,Support,Senior,16,109640.0,14,3,183,37,18,4,6.9,100.0,13,1,Medium,52.65,Medium,6449.41,0.21,3.5,0.2011,0.649,1
EMP0714,51,Female,PhD,HR,Mid,13,64831.0,68,17,144,34,4,4,4.6,98.1,10,1,Medium,70.33,Medium,4630.79,1.55,3.78,0.2345,0.7344,0
EMP0715,56,Female,Bachelor's,Engineering,Junior,23,60411.0,18,14,205,7,3,2,6.3,100.0,22,0,Medium,61.86,Medium,2517.12,0.61,1.2,0.034,0.643,0
EMP0716,52,Female,Master's,HR,Senior,14,95086.0,35,9,214,13,17,2,7.3,99.7,13,1,Medium,59.13,Medium,6339.07,0.64,3.5,0.0605,0.7228,1
EMP0717,41,Female,Bachelor's,Support,Mid,14,72966.0,73,4,164,2,18,4,6.2,94.5,13,1,Low,77.21,High,4864.4,0.29,14.6,0.0121,0.783,0
EMP0718,40,Male,Master's,Support,Junior,8,38990.0,63,2,174,3,14,4,5.0,92.6,8,0,Medium,58.92,Medium,4332.22,0.22,21.0,0.0171,0.7094,0
EMP0719,30,Male,Master's,Marketing,Junior,8,48110.0,64,3,185,9,9,5,8.0,94.3,7,0,Medium,72.29,Medium,5345.56,0.38,16.0,0.0484,0.8092,0
EMP0720,44,Female,PhD,Sales,Mid,16,85816.0,77,3,192,11,8,3,7.6,95.9,15,0,Medium,64.87,Medium,5048.0,0.19,19.25,0.057,0.8426,0
EMP0721,27,Male,Bachelor's,Finance,Junior,3,28090.0,24,11,193,0,13,4,4.9,84.1,0,1,Medium,71.05,Medium,7022.5,11.0,2.0,0.0,0.5554,0
EMP0722,57,Female,Bachelor's,Operations,Lead,14,107774.0,81,4,171,33,14,4,4.6,95.9,13,0,Medium,65.88,Medium,7184.93,0.29,16.2,0.1919,0.7646,1
EMP0723,54,Female,Master's,Support,Senior,17,96534.0,62,3,208,21,5,3,5.1,100.0,17,0,Medium,60.37,Medium,5363.0,0.17,15.5,0.1005,0.739,1
EMP0724,26,Female,Master's,Engineering,Senior,2,78905.0,47,6,205,26,0,4,7.3,88.3,0,1,Medium,60.51,Medium,26301.67,6.0,6.71,0.1262,0.7132,1
EMP0725,51,Female,Bachelor's,Marketing,Junior,14,67787.0,51,14,215,26,1,4,6.9,87.5,12,1,Medium,66.54,Medium,4519.13,1.08,3.4,0.1204,0.71,0
EMP0726,26,Female,Bachelor's,HR,Lead,1,109213.0,55,10,186,38,6,3,7.7,93.8,0,1,Medium,58.23,Medium,54606.5,10.0,5.0,0.2032,0.7712,1
EMP0727,49,Female,Bachelor's,Engineering,Senior,18,109154.0,59,3,146,5,13,3,6.0,84.8,15,1,Medium,57.22,Medium,5744.95,0.19,14.75,0.034,0.6962,1
EMP0728,25,Female,PhD,Support,Junior,1,34085.0,40,15,207,13,8,3,5.1,79.5,0,1,Medium,65.6,Medium,17042.5,15.0,2.5,0.0625,0.591,0
EMP0729,40,Male,Bachelor's,Engineering,Senior,11,90909.0,30,10,146,12,12,5,7.9,99.2,8,0,Medium,73.95,Medium,7575.75,1.11,2.73,0.0816,0.7238,1
EMP0730,46,Male,Bachelor's,Finance,Mid,14,60186.0,25,4,155,22,9,3,5.7,86.4,14,0,Medium,50.28,Medium,4012.4,0.27,5.0,0.141,0.5916,0
EMP0731,49,Female,Diploma,Support,Mid,24,90053.0,40,14,162,21,5,2,6.8,90.1,22,1,Medium,60.69,Medium,3602.12,0.61,2.67,0.1288,0.6844,0
EMP0732,37,Female,Bachelor's,Finance,Junior,7,47328.0,33,19,154,31,14,1,4.2,85.1,5,0,High,42.62,Low,5916.0,3.17,1.65,0.2,0.5654,0
EMP0733,57,Female,Master's,Operations,Mid,27,97687.0,56,11,197,22,14,1,5.6,100.0,26,0,Medium,52.51,Medium,3488.82,0.41,4.67,0.1111,0.736,0
EMP0734,51,Female,Bachelor's,Sales,Junior,22,59713.0,92,4,175,9,19,3,8.0,96.8,19,0,Medium,66.78,Medium,2596.22,0.2,18.4,0.0511,0.9032,0
EMP0735,29,Female,PhD,Operations,Junior,2,36265.0,19,6,157,22,16,4,5.4,88.1,1,0,Medium,54.98,Medium,12088.33,3.0,2.71,0.1392,0.5714,0
EMP0736,47,Female,Master's,Marketing,Junior,12,50760.0,37,12,140,38,7,1,7.7,80.6,9,0,High,45.78,Low,3904.62,1.2,2.85,0.2695,0.6644,0
EMP0737,49,Female,PhD,Engineering,Manager,16,156335.0,14,19,157,23,14,3,3.0,87.2,15,1,Medium,52.77,Medium,9196.18,1.19,0.7,0.1456,0.4808,1
EMP0738,34,Male,Bachelor's,Marketing,Junior,8,32838.0,97,18,195,23,7,2,5.7,94.6,6,0,Medium,68.57,Medium,3648.67,2.57,5.11,0.1173,0.8404,0
EMP0739,50,Male,Master's,Marketing,Mid,18,82488.0,73,18,203,7,17,4,6.2,91.5,15,0,Low,79.49,High,4341.47,1.12,3.84,0.0343,0.771,0
EMP0740,56,Male,Master's,HR,Mid,24,83636.0,31,16,163,0,12,1,9.1,90.9,20,0,Medium,62.83,Medium,3345.44,0.76,1.82,0.0,0.7296,0
EMP0741,53,Male,Bachelor's,Sales,Lead,24,120330.0,47,11,145,8,16,4,4.7,91.7,23,1,Medium,67.57,Medium,4813.2,0.46,3.92,0.0548,0.6488,1
EMP0742,50,Female,Bachelor's,HR,Mid,23,65923.0,75,13,184,1,5,4,7.5,96.1,21,1,Low,77.56,High,2746.79,0.59,5.36,0.0054,0.8344,0
EMP0743,46,Male,Bachelor's,Marketing,Lead,14,115708.0,96,14,202,18,0,4,8.1,89.7,12,0,Low,82.1,High,7713.87,1.08,6.4,0.0887,0.8898,1
EMP0744,32,Male,Diploma,Marketing,Junior,7,54981.0,61,14,145,35,2,3,5.4,93.6,3,0,Medium,60.12,Medium,6872.62,3.5,4.07,0.2397,0.7194,0
EMP0745,52,Male,Master's,Finance,Junior,22,74797.0,34,13,203,17,10,5,5.9,82.1,18,0,Medium,68.26,Medium,3252.04,0.68,2.43,0.0833,0.6074,0
EMP0746,35,Female,Master's,Marketing,Mid,4,62643.0,72,3,153,25,19,4,6.7,100.0,1,0,Medium,62.82,Medium,12528.6,1.5,18.0,0.1623,0.817,0
EMP0747,42,Female,Master's,Operations,Mid,16,89896.0,71,17,160,34,12,2,4.3,87.7,12,0,Medium,55.93,Medium,5288.0,1.31,3.94,0.2112,0.6928,0
EMP0748,33,Male,Master's,Sales,Lead,5,105656.0,67,1,189,30,16,4,5.8,91.6,5,0,Medium,64.25,Medium,17609.33,0.17,33.5,0.1579,0.7414,1
EMP0749,33,Female,Bachelor's,Support,Lead,3,111226.0,14,9,144,26,9,4,8.4,94.5,0,0,Medium,63.14,Medium,27806.5,9.0,1.4,0.1793,0.672,1
EMP0750,27,Female,Bachelor's,Marketing,Mid,4,56190.0,73,9,164,31,19,3,7.3,86.7,0,0,Medium,59.12,Medium,11238.0,9.0,7.3,0.1879,0.7848,0
EMP0751,58,Female,Master's,Engineering,Manager,22,152283.0,11,19,151,11,18,3,6.3,90.1,19,0,Medium,67.02,Medium,6621.0,0.95,0.55,0.0724,0.5824,1
